"","key","star_name","planet_letter","discovery_method","pl_pnum","orbital_period","orbital_eccentricity","star_temp","star_radius","planet_temp","radius","discovery_year","light_years"
"230","HATS-15_b","HATS-15","b","Transit",1,1.74748753,0.126,5311,0.92,1505,12.386,2016,2247.21484
"231","HATS-16_b","HATS-16","b","Transit",1,2.686502,0,5738,1.24,1592,14.572,2016,2524.44744
"232","HATS-17_b","HATS-17","b","Transit",1,16.254611,0.029,5846,1.09,814,8.709,2016,1105.66884
"233","HATS-18_b","HATS-18","b","Transit",1,0.8378434,0.166,5600,1.02,2060,14.986,2016,2103.7062
"234","HATS-2_b","HATS-2","b","Transit",1,1.354133,0,5227,0.9,1577,13.092,2013,1174.1616
"235","HATS-22_b","HATS-22","b","Transit",1,4.7228124,0.079,4803,0.69,858,10.682,2017,678.078324
"236","HATS-23_b","HATS-23","b","Transit",1,2.1605156,0.114,5780,1.2,1654,20.849,2017,2436.38532
"237","HATS-24_b","HATS-24","b","Transit",1,1.3484954,0.242,6346,1.17,2067,16.668,2017,1663.3956
"238","HATS-25_b","HATS-25","b","Transit",1,4.2986432,0.176,5715,1.11,1277,14.123,2016,1519.88696
"239","HATS-26_b","HATS-26","b","Transit",1,3.3023881,0.245,6071,2.04,1918,19.616,2016,2958.23492
"240","HATS-27_b","HATS-27","b","Transit",1,4.637038,0.581,6438,1.74,1659,16.814,2016,2739.7104
"241","HATS-28_b","HATS-28","b","Transit",1,3.1810781,0.202,5498,0.92,1253,13.384,2016,1699.27276
"242","HATS-29_b","HATS-29","b","Transit",1,4.6058749,0.158,5670,1.07,1212,14.022,2016,1144.80756
"243","HATS-3_b","HATS-3","b","Transit",1,3.547851,0,6351,1.4,1648,15.48,2013,1477.48668
"244","HATS-30_b","HATS-30","b","Transit",1,3.1743516,0.096,5943,1.06,1414,13.171,2016,1105.66884
"245","HATS-31_b","HATS-31","b","Transit",1,3.37796,0.233,6050,1.87,1823,18.383,2016,2844.08032
"246","HATS-32_b","HATS-32","b","Transit",1,2.8126548,0.471,5700,1.1,1437,14,2016,2736.44884
"247","HATS-33_b","HATS-33","b","Transit",1,2.5495551,0.08,5659,1.02,1429,13.787,2016,831.6978
"248","HATS-34_b","HATS-34","b","Transit",1,2.1061607,0.108,5380,0.98,1445,16.029,2016,1735.14992
"249","HATS-35_b","HATS-35","b","Transit",1,1.8209993,0.306,6300,1.43,2037,16.41,2016,1816.68892
"250","HATS-36_b","HATS-36","b","Transit",1,4.1752387,0.105,6149,1.16,1356,13.843,2018,3137.62072
"251","HATS-39_b","HATS-39","b","Transit",1,4.5776348,0.275,6572,1.62,1645,17.598,2018,2521.18588
"252","HATS-4_b","HATS-4","b","Transit",1,2.516729,0.013,5403,0.93,1315,11.433,2014,1369.8552
"253","HATS-40_b","HATS-40","b","Transit",1,3.2642736,0.312,6460,2.26,2101,17.71,2018,4667.29236
"254","HATS-41_b","HATS-41","b","Transit",1,4.193649,0.38,6424,1.71,1710,14.908,2018,2609.248
"255","HATS-42_b","HATS-42","b","Transit",1,2.292102,0.229,6060,1.48,1856,15.693,2018,3072.38952
"256","HATS-5_b","HATS-5","b","Transit",1,4.763387,0.019,5304,0.87,1025,10.223,2014,838.22092
"257","HATS-50_b","HATS-50","b","Transit",1,3.8297015,0.516,5990,1.12,NA,12.666,2017,2338.53852
"258","HATS-51_b","HATS-51","b","Transit",1,3.3488702,0.33,5758,1.44,1553,15.805,2017,1559.02568
"259","HATS-52_b","HATS-52","b","Transit",1,1.36665436,0.246,6010,1.05,1834,15.491,2017,2058.04436
"260","HATS-53_b","HATS-53","b","Transit",1,3.8537768,0.33,5644,1.1,1312,15.02,2017,1999.33628
"261","HATS-6_b","HATS-6","b","Transit",1,3.3252725,0,3724,0.57,713,11.187,2015,484.015504
"262","HATS-8_b","HATS-8","b","Transit",1,3.583893,0.376,5679,1.09,1324,9.785,2015,2703.83324
"263","HATS-9_b","HATS-9","b","Transit",1,1.915311,NA,5366,1.5,NA,13.141,2015,2028.69032
"264","HD 100546_b","HD 100546","b","Imaging",1,NA,NA,10500,NA,NA,77.342,2014,316.37132
"265","HD 100655_b","HD 100655","b","Radial Velocity",1,157.57,0.085,4861,9.3,NA,NA,2011,459.390726
"266","HD 100777_b","HD 100777","b","Radial Velocity",1,383.7,0.36,5582,NA,NA,NA,2007,172.210368
"267","HD 10180_c","HD 10180","c","Radial Velocity",6,5.75969,0.073,5911,1.11,NA,NA,2010,127.2660712
"268","HD 10180_d","HD 10180","d","Radial Velocity",6,16.357,0.131,5911,1.11,NA,NA,2010,127.2660712
"269","HD 10180_e","HD 10180","e","Radial Velocity",6,49.748,0.051,5911,1.11,NA,NA,2010,127.2660712
"270","HD 10180_f","HD 10180","f","Radial Velocity",6,122.744,0.119,5911,1.11,NA,NA,2010,127.2660712
"271","HD 10180_g","HD 10180","g","Radial Velocity",6,604.67,0.263,5911,1.11,NA,NA,2010,127.2660712
"272","HD 10180_h","HD 10180","h","Radial Velocity",6,2205,0.095,5911,1.11,NA,NA,2010,127.2660712
"273","HD 101930_b","HD 101930","b","Radial Velocity",1,70.46,0.11,5079,NA,NA,NA,2005,99.47758
"274","HD 102117_b","HD 102117","b","Radial Velocity",1,20.8133,0.121,5695,NA,NA,NA,2005,136.98552
"275","HD 102195_b","HD 102195","b","Radial Velocity",1,4.113775,0,5291,NA,NA,NA,2006,94.5200088
"276","HD 102272_b","HD 102272","b","Radial Velocity",1,127.58,0.05,4908,10.1,NA,NA,2008,535.548152
"277","HD 102329_b","HD 102329","b","Radial Velocity",1,778.1,0.211,4830,6.3,NA,NA,2011,451.72606
"278","HD 102365_b","HD 102365","b","Radial Velocity",1,122.1,0.34,5630,NA,NA,NA,2010,30.1368144
"279","HD 102956_b","HD 102956","b","Radial Velocity",1,6.495,0.048,5054,4.4,NA,NA,2010,394.8770692
"280","HD 103197_b","HD 103197","b","Radial Velocity",1,47.84,0,5303,NA,NA,NA,2009,160.8927548
"281","HD 103720_b","HD 103720","b","Radial Velocity",1,4.5557,0.086,5017,0.73,NA,NA,2014,135.680896
"282","HD 103774_b","HD 103774","b","Radial Velocity",1,5.8881,0.09,6489,NA,NA,NA,2013,173.1236048
"283","HD 104067_b","HD 104067","b","Radial Velocity",1,55.806,0,4969,NA,NA,NA,2009,67.9056792
"284","HD 10442_b","HD 10442","b","Radial Velocity",1,1043,0.11,5034,NA,NA,NA,2014,NA
"285","HD 104985_b","HD 104985","b","Radial Velocity",1,199.505,0.09,4877,11,NA,NA,2003,332.8095824
"286","HD 106252_b","HD 106252","b","Radial Velocity",1,1531,0.482,5870,NA,NA,NA,2002,121.982344
"287","HD 106270_b","HD 106270","b","Radial Velocity",1,2890,0.402,5638,2.5,NA,NA,2011,286.5932772
"288","HD 106315_b","HD 106315","b","Transit",2,9.55385,0.31,6254,1.28,1146,2.4,2017,NA
"289","HD 106315_c","HD 106315","c","Transit",2,21.058,0.18,6254,1.28,874,4.4,2017,NA
"290","HD 10647_b","HD 10647","b","Radial Velocity",1,989.2,0.15,6218,1.1,NA,NA,2006,56.588066
"291","HD 106515 A_b","HD 106515 A","b","Radial Velocity",1,3630,0.572,5362,1.62,NA,NA,2012,118.5903216
"292","HD 106906_b","HD 106906","b","Imaging",1,NA,NA,6516,NA,1800,NA,2013,299.5090548
"293","HD 10697_b","HD 10697","b","Radial Velocity",1,1075.2,0.099,5680,NA,NA,NA,1999,106.326856
"294","HD 107148_b","HD 107148","b","Radial Velocity",1,48.056,0.05,5797,NA,NA,NA,2005,167.1875656
"295","HD 108147_b","HD 108147","b","Radial Velocity",1,10.8985,0.53,6265,NA,NA,NA,2002,125.7657536
"296","HD 108341_b","HD 108341","b","Radial Velocity",1,1129,0.85,5122,0.79,NA,NA,2014,161.121064
"297","HD 108863_b","HD 108863","b","Radial Velocity",1,443.4,0.06,4956,5.6,NA,NA,2011,451.72606
"298","HD 108874_b","HD 108874","b","Radial Velocity",2,395.8,0.082,5551,NA,NA,NA,2002,223.41686
"299","HD 108874_c","HD 108874","c","Radial Velocity",2,1624,0.239,5551,NA,NA,NA,2005,223.41686
"300","HD 109246_b","HD 109246","b","Radial Velocity",1,68.27,0.12,5844,1.02,NA,NA,2010,213.958336
"301","HD 109271_b","HD 109271","b","Radial Velocity",2,7.8543,0.25,5783,NA,NA,NA,2013,185.6479952
"302","HD 109271_c","HD 109271","c","Radial Velocity",2,30.93,0.15,5783,NA,NA,NA,2013,185.6479952
"303","HD 109749_b","HD 109749","b","Radial Velocity",1,5.24,0.01,5903,1.24,NA,NA,2005,192.5298868
"304","HD 110014_b","HD 110014","b","Radial Velocity",1,835.477,0.462,4445,20.9,NA,NA,2009,293.5404
"305","HD 111232_b","HD 111232","b","Radial Velocity",1,1143,0.2,5494,NA,NA,NA,2003,94.1938528
"306","HD 111591_b","HD 111591","b","Radial Velocity",1,1056.4,0.26,4884,8.03,NA,NA,2017,353.7487976
"307","HD 111998_b","HD 111998","b","Radial Velocity",1,825.9,0.03,6557,1.45,NA,NA,2016,106.7508588
"308","HD 113337_b","HD 113337","b","Radial Velocity",1,324,0.46,6576.6,1.5,NA,NA,2013,122.0475752
"309","HD 113538_b","HD 113538","b","Radial Velocity",2,663.2,0.14,4462,0.53,NA,NA,2010,51.858804
"310","HD 113538_c","HD 113538","c","Radial Velocity",2,1818,0.2,4462,0.53,NA,NA,2010,51.858804
"311","HD 113996_b","HD 113996","b","Radial Velocity",1,610.2,0.28,4181,25.11,NA,NA,2017,331.4723428
"312","HD 114386_b","HD 114386","b","Radial Velocity",1,937.7,0.23,4804,NA,NA,NA,2003,91.4541424
"313","HD 114613_b","HD 114613","b","Radial Velocity",1,3827,0.25,5729,NA,NA,NA,2014,66.7967488
"314","HD 114729_b","HD 114729","b","Radial Velocity",1,1114,0.167,5821,NA,NA,NA,2002,114.1546
"315","HD 114762_b","HD 114762","b","Radial Velocity",1,83.9151,0.3354,5673,1.24,NA,12.44,1989,132.3214892
"316","HD 114783_b","HD 114783","b","Radial Velocity",1,493.7,0.144,5135,NA,NA,NA,2001,66.535824
"317","HD 11506_b","HD 11506","b","Radial Velocity",2,1627.5,0.37,6055,1.33,NA,NA,2007,168.622652
"318","HD 11506_c","HD 11506","c","Radial Velocity",2,223.6,0.24,6055,1.33,NA,NA,2008,168.622652
"319","HD 116029_b","HD 116029","b","Radial Velocity",1,670,0.054,4951,4.6,NA,NA,2011,360.7937672
"320","HD 117207_b","HD 117207","b","Radial Velocity",1,2597,0.144,5724,NA,NA,NA,2004,107.6640956
"321","HD 11755_b","HD 11755","b","Radial Velocity",1,433.7,0.19,4312.5,27.3,NA,NA,2015,755.05114
"322","HD 117618_b","HD 117618","b","Radial Velocity",1,25.827,0.42,5990,NA,NA,NA,2004,124.0045112
"323","HD 118203_b","HD 118203","b","Radial Velocity",1,6.1335,0.309,5600,NA,NA,NA,2005,288.8763692
"324","HD 11964_b","HD 11964","b","Radial Velocity",2,1945,0.041,5349,NA,NA,NA,2005,110.8278088
"325","HD 11964_c","HD 11964","c","Radial Velocity",2,37.91,0.3,5349,NA,NA,NA,2008,110.8278088
"326","HD 11977_b","HD 11977","b","Radial Velocity",1,711,0.4,4970,10.09,NA,NA,2005,216.8611244
"327","HD 120084_b","HD 120084","b","Radial Velocity",1,2082,0.66,4892,9.12,NA,NA,2013,318.5239496
"328","HD 121504_b","HD 121504","b","Radial Velocity",1,63.33,0.03,6075,NA,NA,NA,2003,144.7154172
"329","HD 12484_b","HD 12484","b","Radial Velocity",1,58.83,0.07,5920,NA,NA,NA,2016,166.665716
"330","HD 125595_b","HD 125595","b","Radial Velocity",1,9.6737,0,4908,NA,NA,NA,2009,89.529822
"331","HD 125612_b","HD 125612","b","Radial Velocity",3,559.4,0.46,5900,NA,NA,NA,2007,172.3082148
"332","HD 125612_c","HD 125612","c","Radial Velocity",3,4.1547,0.27,5900,NA,NA,NA,2009,172.3082148
"333","HD 125612_d","HD 125612","d","Radial Velocity",3,3008,0.28,5900,NA,NA,NA,2009,172.3082148
"334","HD 12648_b","HD 12648","b","Radial Velocity",1,133.6,0.04,4835.8,9.2,NA,NA,2015,516.631104
"335","HD 12661_b","HD 12661","b","Radial Velocity",2,262.709,0.3768,5748,1.11,NA,NA,2000,121.1995696
"336","HD 12661_c","HD 12661","c","Radial Velocity",2,1708,0.031,5748,1.11,NA,NA,2002,121.1995696
"337","HD 126614_b","HD 126614","b","Radial Velocity",1,1244,0.41,5585,1.09,NA,NA,2009,222.927626
"338","HD 128311_b","HD 128311","b","Radial Velocity",2,453.019,0.303,NA,0.76,NA,NA,2002,53.8809712
"339","HD 128311_c","HD 128311","c","Radial Velocity",2,921.538,0.159,NA,0.76,NA,NA,2005,53.8809712
"340","HD 128356_b","HD 128356","b","Radial Velocity",1,298.2,0.57,4875,0.85,NA,NA,2016,84.8984068
"341","HD 129445_b","HD 129445","b","Radial Velocity",1,1840,0.7,NA,NA,NA,NA,2009,220.5140716
"342","HD 130322_b","HD 130322","b","Radial Velocity",1,10.70871,0.029,5387,0.85,NA,NA,1999,97.0640256
"343","HD 131496_b","HD 131496","b","Radial Velocity",1,883,0.163,4927,4.3,NA,NA,2011,395.8229216
"344","HD 131664_b","HD 131664","b","Radial Velocity",1,1951,0.638,5886,1.16,NA,NA,2008,186.5938476
"345","HD 13189_b","HD 13189","b","Radial Velocity",1,471.6,0.27,NA,NA,NA,NA,2005,979.446468
"346","HD 132406_b","HD 132406","b","Radial Velocity",1,974,0.34,NA,NA,NA,NA,2007,231.4729132
"347","HD 132563_b","HD 132563","b","Radial Velocity",1,1544,0.22,NA,NA,NA,NA,2011,321.3288912
"348","HD 133131 A_b","HD 133131 A","b","Radial Velocity",2,649,0.33,5799,NA,NA,NA,2016,153.29332
"349","HD 133131 A_c","HD 133131 A","c","Radial Velocity",2,3568,0.49,5799,NA,NA,NA,2016,153.29332
"350","HD 133131 B_b","HD 133131 B","b","Radial Velocity",1,5769,0.61,5805,NA,NA,NA,2016,153.29332
"351","HD 134987_b","HD 134987","b","Radial Velocity",2,258.19,0.233,5585,1.25,NA,NA,1999,72.406632
"352","HD 134987_c","HD 134987","c","Radial Velocity",2,5000,0.12,5585,1.25,NA,NA,2009,72.406632
"353","HD 136418_b","HD 136418","b","Radial Velocity",1,464.3,0.255,5071,3.4,NA,NA,2009,346.9647528
"354","HD 137388 A_b","HD 137388 A","b","Radial Velocity",1,330,0.36,5240,0.82,NA,NA,2011,125.406982
"355","HD 13908_b","HD 13908","b","Radial Velocity",2,19.382,0.02,6255,1.67,NA,NA,2013,218.1657484
"356","HD 13908_c","HD 13908","c","Radial Velocity",2,931,0.12,6255,1.67,NA,NA,2013,218.1657484
"357","HD 13931_b","HD 13931","b","Radial Velocity",1,4218,0.02,5829,1.23,NA,NA,2009,148.4662112
"358","HD 139357_b","HD 139357","b","Radial Velocity",1,1125.7,0.1,4700,11.47,NA,NA,2008,395.8229216
"359","HD 14067_b","HD 14067","b","Radial Velocity",1,1455,0.533,4815,12.4,NA,NA,2014,532.938904
"360","HD 141399_b","HD 141399","b","Radial Velocity",4,94.44,0.04,5600,NA,NA,NA,2014,118.068472
"361","HD 141399_c","HD 141399","c","Radial Velocity",4,201.99,0.048,5600,NA,NA,NA,2014,118.068472
"362","HD 141399_d","HD 141399","d","Radial Velocity",4,1069.8,0.074,5600,NA,NA,NA,2014,118.068472
"363","HD 141399_e","HD 141399","e","Radial Velocity",4,5000,0.26,5600,NA,NA,NA,2014,118.068472
"364","HD 141937_b","HD 141937","b","Radial Velocity",1,653.22,0.41,5879,0.99,NA,NA,2002,109.1317976
"365","HD 142_b","HD 142","b","Radial Velocity",2,349.7,0.17,6245,1.47,NA,NA,2001,83.6263984
"366","HD 142_c","HD 142","c","Radial Velocity",2,6005,0.21,6245,1.47,NA,NA,2012,83.6263984
"367","HD 142022 A_b","HD 142022 A","b","Radial Velocity",1,1928,0.53,5499,NA,NA,NA,2005,116.9921572
"368","HD 142245_b","HD 142245","b","Radial Velocity",1,1299,0.09,4878,5.2,NA,NA,2011,346.9647528
"369","HD 142415_b","HD 142415","b","Radial Velocity",1,386.3,0.5,6045,NA,NA,NA,2003,112.7521292
"370","HD 143105_b","HD 143105","b","Radial Velocity",1,2.1974,0.07,6380,NA,NA,NA,2016,158.837972
"371","HD 143361_b","HD 143361","b","Radial Velocity",1,1046.2,0.193,5505,0.99,NA,NA,2008,214.1540296
"372","HD 145377_b","HD 145377","b","Radial Velocity",1,103.95,0.307,6046,1.14,NA,NA,2008,180.0054964
"373","HD 145457_b","HD 145457","b","Radial Velocity",1,176.3,0.112,4757,9.9,NA,NA,2010,411.282716
"374","HD 145934_b","HD 145934","b","Radial Velocity",1,2730,0.053,NA,5.38,NA,NA,2015,NA
"375","HD 1461_b","HD 1461","b","Radial Velocity",2,5.77152,0.172,5765,NA,NA,NA,2010,76.4509664
"376","HD 1461_c","HD 1461","c","Radial Velocity",2,13.5052,0.305,5765,NA,NA,NA,2015,76.4509664
"377","HD 147018_b","HD 147018","b","Radial Velocity",2,44.236,0.4686,5441,NA,NA,NA,2009,140.1166176
"378","HD 147018_c","HD 147018","c","Radial Velocity",2,1008,0.133,5441,NA,NA,NA,2009,140.1166176
"379","HD 147379_b","HD 147379","b","Radial Velocity",1,86.54,0.01,4090,0.57,NA,NA,2017,34.9965388
"380","HD 147513_b","HD 147513","b","Radial Velocity",1,528.4,0.26,5883,NA,NA,NA,2003,41.9762772
"381","HD 147873_b","HD 147873","b","Radial Velocity",2,116.596,0.207,5972,2.29,NA,NA,2016,342.2354908
"382","HD 147873_c","HD 147873","c","Radial Velocity",2,491.54,0.23,5972,2.29,NA,NA,2016,342.2354908
"383","HD 148156_b","HD 148156","b","Radial Velocity",1,1027,0.52,6308,1.21,NA,NA,2009,173.025758
"384","HD 148427_b","HD 148427","b","Radial Velocity",1,331.5,0.16,5052,3.22,NA,NA,2009,193.3452768
"385","HD 149026_b","HD 149026","b","Radial Velocity",1,2.8758911,NA,6160,1.54,NA,9.113,2005,257.2066216
"386","HD 149143_b","HD 149143","b","Radial Velocity",1,4.088,0.08,5730,NA,NA,NA,2005,207.0764444
"387","HD 1502_b","HD 1502","b","Radial Velocity",1,431.8,0.101,5049,4.5,NA,NA,2011,546.3113
"388","HD 150706_b","HD 150706","b","Radial Velocity",1,5894,0.38,5961,0.96,NA,NA,2012,88.8122788
"389","HD 152079_b","HD 152079","b","Radial Velocity",1,2899,0.52,5726,1.15,NA,NA,2009,271.7857948
"390","HD 152581_b","HD 152581","b","Radial Velocity",1,689,0.074,5155,4.8,NA,NA,2011,596.2783992
"391","HD 153950_b","HD 153950","b","Radial Velocity",1,499.4,0.34,6076,1.34,NA,NA,2008,169.1771172
"392","HD 154345_b","HD 154345","b","Radial Velocity",1,3342,0.044,NA,NA,NA,NA,2006,58.9037736
"393","HD 154672_b","HD 154672","b","Radial Velocity",1,163.967,0.6,5655,1.44,NA,NA,2008,211.2512412
"394","HD 154857_b","HD 154857","b","Radial Velocity",2,408.6,0.46,5605,1.76,NA,NA,2004,223.5473224
"395","HD 154857_c","HD 154857","c","Radial Velocity",2,3452,0.06,5605,1.76,NA,NA,2014,223.5473224
"396","HD 155233_b","HD 155233","b","Radial Velocity",1,818.8,0.04,4960,5.03,NA,NA,2015,245.0410028
"397","HD 155358_b","HD 155358","b","Radial Velocity",2,194.3,0.17,5900,NA,NA,NA,2007,140.24708
"398","HD 155358_c","HD 155358","c","Radial Velocity",2,391.9,0.16,5900,NA,NA,NA,2007,140.24708
"399","HD 156279_b","HD 156279","b","Radial Velocity",1,131.05,0.708,5453,NA,NA,NA,2011,115.3613772
"400","HD 156411_b","HD 156411","b","Radial Velocity",1,842.2,0.22,5900,2.16,NA,NA,2009,179.711956
"401","HD 156668_b","HD 156668","b","Radial Velocity",1,4.6455,0,4850,0.72,NA,NA,2010,78.440518
"402","HD 156846_b","HD 156846","b","Radial Velocity",1,359.5546,0.84785,5969,2.12,NA,NA,2007,159.81644
"403","HD 158038_b","HD 158038","b","Radial Velocity",1,521,0.291,4897,4.8,NA,NA,2011,372.307074
"404","HD 158996_b","HD 158996","b","Radial Velocity",1,820.2,0.13,4069,50.3,NA,NA,2018,959.224796
"405","HD 159243_b","HD 159243","b","Radial Velocity",2,12.62,0.02,6123,1.12,NA,NA,2013,223.7104004
"406","HD 159243_c","HD 159243","c","Radial Velocity",2,248.4,0.075,6123,1.12,NA,NA,2013,223.7104004
"407","HD 159868_b","HD 159868","b","Radial Velocity",2,1178.4,0.01,5558,NA,NA,NA,2006,171.9494432
"408","HD 159868_c","HD 159868","c","Radial Velocity",2,352.3,0.15,5558,NA,NA,NA,2012,171.9494432
"409","HD 1605_b","HD 1605","b","Radial Velocity",2,577.9,0.078,4757,3.8,NA,NA,2015,275.927976
"410","HD 1605_c","HD 1605","c","Radial Velocity",2,2111,0.098,4757,3.8,NA,NA,2015,275.927976
"411","HD 160691_b","HD 160691","b","Radial Velocity",4,643.25,0.128,5807,NA,NA,NA,2000,49.8366368
"412","HD 160691_c","HD 160691","c","Radial Velocity",4,4205.8,0.0985,5807,NA,NA,NA,2004,49.8366368
"413","HD 160691_d","HD 160691","d","Radial Velocity",4,9.6386,0.172,5807,NA,NA,NA,2004,49.8366368
"414","HD 160691_e","HD 160691","e","Radial Velocity",4,310.55,0.0666,5807,NA,NA,NA,2006,49.8366368
"415","HD 16141_b","HD 16141","b","Radial Velocity",1,75.523,0.252,5794,NA,NA,NA,2000,117.1226196
"416","HD 16175_b","HD 16175","b","Radial Velocity",1,995.4,0.637,6022,NA,NA,NA,2009,195.1717504
"417","HD 162020_b","HD 162020","b","Radial Velocity",1,8.428198,0.277,4830,NA,NA,NA,2002,101.9563656
"418","HD 163607_b","HD 163607","b","Radial Velocity",2,75.29,0.73,5543,1.63,NA,NA,2010,226.4827264
"419","HD 163607_c","HD 163607","c","Radial Velocity",2,1314,0.12,5543,1.63,NA,NA,2010,226.4827264
"420","HD 16417_b","HD 16417","b","Radial Velocity",1,17.24,0.2,NA,NA,NA,NA,2008,83.3002424
"421","HD 164509_b","HD 164509","b","Radial Velocity",1,282.4,0.26,5922,1.06,NA,NA,2010,168.9814236
"422","HD 164595_b","HD 164595","b","Radial Velocity",1,40,0.088,5790,NA,NA,NA,2015,94.3569308
"423","HD 164604_b","HD 164604","b","Radial Velocity",1,606.4,0.24,NA,NA,NA,NA,2009,123.8740488
"424","HD 164922_b","HD 164922","b","Radial Velocity",2,1201.1,0.126,5293,1,159,NA,2005,72.1783228
"425","HD 164922_c","HD 164922","c","Radial Velocity",2,75.765,0.22,5293,1,401,NA,2016,72.1783228
"426","HD 165155_b","HD 165155","b","Radial Velocity",1,434.5,0.2,5426,0.95,NA,NA,2016,211.9361688
"427","HD 1666_b","HD 1666","b","Radial Velocity",1,270,0.63,6317,1.93,NA,NA,2015,360.7937672
"428","HD 166724_b","HD 166724","b","Radial Velocity",1,5144,0.734,5127,NA,NA,NA,2012,140.2144644
"429","HD 167042_b","HD 167042","b","Radial Velocity",1,420.77,0.089,4943,4.5,NA,NA,2007,163.078
"430","HD 168443_b","HD 168443","b","Radial Velocity",2,58.11247,0.52883,5491,1.51,NA,NA,1998,123.5478928
"431","HD 168443_c","HD 168443","c","Radial Velocity",2,1749.83,0.2113,5491,1.51,NA,NA,2000,123.5478928
"432","HD 168746_b","HD 168746","b","Radial Velocity",1,6.404,0.107,5564,NA,NA,NA,2002,140.6384672
"433","HD 1690_b","HD 1690","b","Radial Velocity",1,533,0.64,4393,16.7,NA,NA,2010,22.8635356
"434","HD 169830_b","HD 169830","b","Radial Velocity",2,225.62,0.31,6299,NA,NA,NA,2000,118.4598592
"435","HD 169830_c","HD 169830","c","Radial Velocity",2,2102,0.33,6299,NA,NA,NA,2003,118.4598592
"436","HD 170469_b","HD 170469","b","Radial Velocity",1,1145,0.11,5810,1.22,NA,NA,2007,211.9361688
"437","HD 17092_b","HD 17092","b","Radial Velocity",1,359.9,0.166,4650,NA,NA,NA,2007,NA
"438","HD 171028_b","HD 171028","b","Radial Velocity",1,550,0.59,5663,1.95,NA,NA,2007,293.5404
"439","HD 171238_b","HD 171238","b","Radial Velocity",1,1523,0.4,5467,NA,NA,NA,2009,143.671718
"440","HD 17156_b","HD 17156","b","Radial Velocity",1,21.21663,0.6819,6100,1.44,NA,11.43,2007,244.617
"441","HD 173416_b","HD 173416","b","Radial Velocity",1,323.6,0.21,4683,13.5,NA,NA,2008,440.147522
"442","HD 175167_b","HD 175167","b","Radial Velocity",1,1290,0.54,NA,NA,NA,NA,2009,218.5897512
"443","HD 175541_b","HD 175541","b","Radial Velocity",1,297.3,0.33,5060,3.8,NA,NA,2007,416.011978
"444","HD 175607_b","HD 175607","b","Radial Velocity",1,29.01,0.11,5392,0.7,NA,NA,2015,147.6508212
"445","HD 17674_b","HD 17674","b","Radial Velocity",1,623.8,0.13,5904,1.18,NA,NA,2017,145.13942
"446","HD 176986_b","HD 176986","b","Radial Velocity",2,6.4898,0.066,4931,0.78,NA,NA,2017,86.105184
"447","HD 176986_c","HD 176986","c","Radial Velocity",2,16.8191,0.111,4931,0.78,NA,NA,2017,86.105184
"448","HD 177565_b","HD 177565","b","Radial Velocity",1,44.505,0.0593,NA,NA,NA,NA,2017,56.0009852
"449","HD 177830_b","HD 177830","b","Radial Velocity",2,406.6,0.009,4949,2.62,NA,NA,1999,192.5298868
"450","HD 177830_c","HD 177830","c","Radial Velocity",2,110.9,0.3,4949,2.62,NA,NA,2010,192.5298868
"451","HD 178911 B_b","HD 178911 B","b","Radial Velocity",1,71.484,0.114,5668,NA,NA,NA,2001,153.29332
"452","HD 179079_b","HD 179079","b","Radial Velocity",1,14.476,0.115,5684,1.6,NA,NA,2008,207.7287564
"453","HD 179949_b","HD 179949","b","Radial Velocity",1,3.092514,0.022,6168,NA,NA,NA,2000,88.225198
"454","HD 180314_b","HD 180314","b","Radial Velocity",1,396.03,0.257,4917,9.2,NA,NA,2010,429.71053
"455","HD 180902_b","HD 180902","b","Radial Velocity",1,479,0.09,5030,4.1,NA,NA,2009,373.611698
"456","HD 181342_b","HD 181342","b","Radial Velocity",1,562.1,0.1,5040,5.12,NA,NA,2009,360.7937672
"457","HD 181433_b","HD 181433","b","Radial Velocity",3,9.3743,0.396,4962,NA,NA,NA,2008,85.289794
"458","HD 181433_c","HD 181433","c","Radial Velocity",3,962,0.28,4962,NA,NA,NA,2008,85.289794
"459","HD 181433_d","HD 181433","d","Radial Velocity",3,2172,0.48,4962,NA,NA,NA,2008,85.289794
"460","HD 181720_b","HD 181720","b","Radial Velocity",1,956,0.26,5781,1.39,NA,NA,2009,182.4190508
"461","HD 183263_b","HD 183263","b","Radial Velocity",2,626.5,0.3567,5936,NA,NA,NA,2004,172.3082148
"462","HD 183263_c","HD 183263","c","Radial Velocity",2,3070,0.239,5936,NA,NA,NA,2008,172.3082148
"463","HD 185269_b","HD 185269","b","Radial Velocity",1,6.838,0.3,5980,1.88,NA,NA,2006,154.5000972
"464","HD 187085_b","HD 187085","b","Radial Velocity",1,986,0.47,6075,NA,NA,NA,2006,146.7049688
"465","HD 187123_b","HD 187123","b","Radial Velocity",2,3.0965828,0.0103,5830,NA,NA,NA,1998,156.2939552
"466","HD 187123_c","HD 187123","c","Radial Velocity",2,3810,0.252,5830,NA,NA,NA,2008,156.2939552
"467","HD 18742_b","HD 18742","b","Radial Velocity",1,772,0.12,5048,4.9,NA,NA,2011,417.0882928
"468","HD 188015_b","HD 188015","b","Radial Velocity",1,461.2,0.137,5746,NA,NA,NA,2004,171.6559028
