loc_rowid,star_name,planet_letter,pl_pnum,orbital_period,radius,st_dist,st_teff,st_mass,st_rad,rowupdate
353,HD 136418,b,1,464.3,,106.38,5071,1.33,3.4,5/14/2014
354,HD 137388 A,b,1,330,,38.45,5240,0.86,0.82,5/14/2014
355,HD 13908,b,2,19.382,,66.89,6255,1.29,1.67,5/14/2014
356,HD 13908,c,2,931,,66.89,6255,1.29,1.67,5/14/2014
357,HD 13931,b,1,4218,,45.52,5829,1.02,1.23,5/14/2014
358,HD 139357,b,1,1125.7,,121.36,4700,1.35,11.47,5/14/2014
359,HD 14067,b,1,1455,,163.4,4815,2.4,12.4,9/25/2014
360,HD 141399,b,4,94.44,,36.2,5600,1.07,,2/25/2016
361,HD 141399,c,4,201.99,,36.2,5600,1.07,,2/25/2016
362,HD 141399,d,4,1069.8,,36.2,5600,1.07,,2/25/2016
363,HD 141399,e,4,5000,,36.2,5600,1.07,,2/25/2016
364,HD 141937,b,1,653.22,,33.46,5879,1.03,0.99,11/19/2014
365,HD 142,b,2,349.7,,25.64,6245,1.23,1.47,8/21/2014
366,HD 142,c,2,6005,,25.64,6245,1.23,1.47,8/21/2014
367,HD 142022 A,b,1,1928,,35.87,5499,0.99,,5/14/2014
368,HD 142245,b,1,1299,,106.38,4878,1.69,5.2,5/14/2014
369,HD 142415,b,1,386.3,,34.57,6045,1.03,,5/14/2014
370,HD 143105,b,1,2.1974,,48.7,6380,1.51,,2/25/2016
371,HD 143361,b,1,1046.2,,65.66,5505,0.95,0.99,11/10/2016
372,HD 145377,b,1,103.95,,55.19,6046,1.12,1.14,5/14/2014
373,HD 145457,b,1,176.3,,126.1,4757,1.9,9.9,5/14/2014
374,HD 145934,b,1,2730,,,,1.75,5.38,1/8/2015
375,HD 1461,b,2,5.77152,,23.44,5765,1.02,,11/19/2015
376,HD 1461,c,2,13.5052,,23.44,5765,1.02,,11/19/2015
377,HD 147018,b,2,44.236,,42.96,5441,0.93,,5/14/2014
378,HD 147018,c,2,1008,,42.96,5441,0.93,,5/14/2014
379,HD 147379,b,1,86.54,,10.73,4090,0.58,0.57,1/5/2018
380,HD 147513,b,1,528.4,,12.87,5883,1.11,,5/14/2014
381,HD 147873,b,2,116.596,,104.93,5972,1.38,2.29,11/10/2016
382,HD 147873,c,2,491.54,,104.93,5972,1.38,2.29,11/10/2016
383,HD 148156,b,1,1027,,53.05,6308,1.22,1.21,5/14/2014
384,HD 148427,b,1,331.5,,59.28,5052,1.45,3.22,5/14/2014
385,HD 149026,b,1,2.8758911,0.813,78.86,6160,1.34,1.54,10/15/2014
386,HD 149143,b,1,4.088,,63.49,5730,1.1,,3/10/2016
387,HD 1502,b,1,431.8,,167.5,5049,1.61,4.5,5/14/2014
388,HD 150706,b,1,5894,,27.23,5961,1.17,0.96,7/23/2014
389,HD 152079,b,1,2899,,83.33,5726,1.1,1.15,11/10/2016
390,HD 152581,b,1,689,,182.82,5155,0.93,4.8,5/14/2014
391,HD 153950,b,1,499.4,,51.87,6076,1.12,1.34,5/14/2014
392,HD 154345,b,1,3342,,18.06,,0.88,,5/14/2014
393,HD 154672,b,1,163.967,,64.77,5655,1.08,1.44,11/10/2016
394,HD 154857,b,2,408.6,,68.54,5605,1.72,1.76,5/14/2014
395,HD 154857,c,2,3452,,68.54,5605,1.72,1.76,5/14/2014
396,HD 155233,b,1,818.8,,75.13,4960,1.69,5.03,3/17/2016
397,HD 155358,b,2,194.3,,43,5900,0.92,,5/14/2014
398,HD 155358,c,2,391.9,,43,5900,0.92,,5/14/2014
399,HD 156279,b,1,131.05,,35.37,5453,0.93,,5/14/2014
400,HD 156411,b,1,842.2,,55.1,5900,1.25,2.16,6/25/2014
401,HD 156668,b,1,4.6455,,24.05,4850,0.77,0.72,5/14/2014
402,HD 156846,b,1,359.5546,,49,5969,1.35,2.12,5/14/2014
403,HD 158038,b,1,521,,114.15,4897,1.65,4.8,5/14/2014
404,HD 158996,b,1,820.2,,294.1,4069,1.8,50.3,4/12/2018
405,HD 159243,b,2,12.62,,68.59,6123,1.12,1.12,5/14/2014
406,HD 159243,c,2,248.4,,68.59,6123,1.12,1.12,5/14/2014
407,HD 159868,b,2,1178.4,,52.72,5558,1.09,,5/14/2014
408,HD 159868,c,2,352.3,,52.72,5558,1.09,,5/14/2014
409,HD 1605,b,2,577.9,,84.6,4757,1.31,3.8,4/1/2015
410,HD 1605,c,2,2111,,84.6,4757,1.31,3.8,4/1/2015
411,HD 160691,b,4,643.25,,15.28,5807,1.08,,8/21/2014
412,HD 160691,c,4,4205.8,,15.28,5807,1.08,,8/21/2014
413,HD 160691,d,4,9.6386,,15.28,5807,1.08,,8/21/2014
414,HD 160691,e,4,310.55,,15.28,5807,1.08,,8/21/2014
415,HD 16141,b,1,75.523,,35.91,5794,1.12,,5/14/2014
416,HD 16175,b,1,995.4,,59.84,6022,1.34,,5/19/2016
417,HD 162020,b,1,8.428198,,31.26,4830,0.75,,5/14/2014
418,HD 163607,b,2,75.29,,69.44,5543,1.09,1.63,2/5/2015
419,HD 163607,c,2,1314,,69.44,5543,1.09,1.63,6/25/2014
420,HD 16417,b,1,17.24,,25.54,,1.2,,5/14/2014
421,HD 164509,b,1,282.4,,51.81,5922,1.13,1.06,6/25/2014
422,HD 164595,b,1,40,,28.93,5790,0.99,,9/10/2015
423,HD 164604,b,1,606.4,,37.98,,0.8,,5/14/2014
424,HD 164922,b,2,1201.1,,22.13,5293,0.87,1,10/27/2016
425,HD 164922,c,2,75.765,,22.13,5293,0.87,1,10/27/2016
426,HD 165155,b,1,434.5,,64.98,5426,1.02,0.95,11/10/2016
427,HD 1666,b,1,270,,110.62,6317,1.5,1.93,4/1/2015
428,HD 166724,b,1,5144,,42.99,5127,0.81,,5/14/2014
429,HD 167042,b,1,420.77,,50,4943,1.5,4.5,5/14/2014
430,HD 168443,b,2,58.11247,,37.88,5491,0.99,1.51,6/25/2014
431,HD 168443,c,2,1749.83,,37.88,5491,0.99,1.51,2/5/2015
432,HD 168746,b,1,6.404,,43.12,5564,0.93,,6/25/2014
433,HD 1690,b,1,533,,7.01,4393,1.09,16.7,5/14/2014
434,HD 169830,b,2,225.62,,36.32,6299,1.4,,6/25/2014
435,HD 169830,c,2,2102,,36.32,6299,1.4,,6/25/2014
436,HD 170469,b,1,1145,,64.98,5810,1.14,1.22,7/2/2014
437,HD 17092,b,1,359.9,,,4650,2.3,,7/2/2014
438,HD 171028,b,1,550,,90,5663,0.99,1.95,7/2/2014
439,HD 171238,b,1,1523,,44.05,5467,0.94,,7/2/2014
440,HD 17156,b,1,21.21663,1.02,75,6100,1.24,1.44,10/29/2014
441,HD 173416,b,1,323.6,,134.95,4683,2,13.5,7/9/2014
442,HD 175167,b,1,1290,,67.02,,1.1,,5/14/2014
443,HD 175541,b,1,297.3,,127.55,5060,1.65,3.8,7/9/2014
444,HD 175607,b,1,29.01,,45.27,5392,0.71,0.7,11/19/2015
445,HD 17674,b,1,623.8,,44.5,5904,0.98,1.18,3/2/2017
446,HD 176986,b,2,6.4898,,26.4,4931,0.79,0.78,12/21/2017
447,HD 176986,c,2,16.8191,,26.4,4931,0.79,0.78,12/21/2017
448,HD 177565,b,1,44.505,,17.17,,1,,6/15/2017
449,HD 177830,b,2,406.6,,59.03,4949,1.47,2.62,5/14/2014
450,HD 177830,c,2,110.9,,59.03,4949,1.47,2.62,5/14/2014
451,HD 178911 B,b,1,71.484,,47,5668,1.01,,5/14/2014
452,HD 179079,b,1,14.476,,63.69,5684,1.15,1.6,7/9/2014
453,HD 179949,b,1,3.092514,,27.05,6168,1.21,,7/9/2014
454,HD 180314,b,1,396.03,,131.75,4917,2.6,9.2,9/10/2015
455,HD 180902,b,1,479,,114.55,5030,1.52,4.1,5/14/2014
456,HD 181342,b,1,562.1,,110.62,5040,1.89,5.12,3/17/2016
457,HD 181433,b,3,9.3743,,26.15,4962,0.78,,7/23/2014
458,HD 181433,c,3,962,,26.15,4962,0.78,,7/23/2014
459,HD 181433,d,3,2172,,26.15,4962,0.78,,7/23/2014
460,HD 181720,b,1,956,,55.93,5781,0.92,1.39,7/23/2014
461,HD 183263,b,2,626.5,,52.83,5936,1.17,,7/23/2014
462,HD 183263,c,2,3070,,52.83,5936,1.17,,7/23/2014
463,HD 185269,b,1,6.838,,47.37,5980,1.28,1.88,7/23/2014
464,HD 187085,b,1,986,,44.98,6075,1.22,,7/23/2014
465,HD 187123,b,2,3.0965828,,47.92,5830,1,,7/23/2014
466,HD 187123,c,2,3810,,47.92,5830,1,,7/23/2014
467,HD 18742,b,1,772,,127.88,5048,1.6,4.9,5/14/2014
468,HD 188015,b,1,461.2,,52.63,5746,1.09,,7/23/2014
469,HD 189733,b,1,2.2185752,,19.25,4875,0.85,0.81,4/24/2015
470,HD 190360,b,2,2915,,15.89,5590,0.96,1.13,8/21/2014
471,HD 190360,c,2,17.111,,15.89,5590,0.96,1.13,8/21/2014
472,HD 190647,b,1,1038.1,,54.23,5628,1.1,,5/14/2014
473,HD 190984,b,1,4885,,189.39,5988,0.91,1.53,8/21/2014
474,HD 191806,b,1,1606.3,,73.47,6010,1.14,,5/19/2016
475,HD 192263,b,1,24.3587,,19.89,4996,0.81,0.73,3/26/2015
476,HD 192310,b,2,74.72,,8.82,5166,0.8,,7/2/2015
477,HD 192310,c,2,525.8,,8.82,5166,0.8,,7/2/2015
478,HD 192699,b,1,345.53,,67.39,5220,1.68,3.9,8/21/2014
479,HD 195019,b,1,18.20132,,37.35,5788,1.07,,7/23/2014
480,HD 196050,b,1,1378,,46.93,5892,1.15,,8/21/2014
481,HD 196067,b,1,3638,,43.57,6017,1.29,1.73,5/14/2014
482,HD 196885,b,1,1333,,32.99,6254,1.28,1.31,8/21/2014
483,HD 197037,b,1,1035.7,,33,6150,1.11,,5/14/2014
484,HD 19994,b,1,466.2,,22.38,6188,1.36,,5/14/2014
485,HD 200964,b,2,613.8,,68.35,5164,1.44,4.3,5/14/2014
486,HD 200964,c,2,825,,68.35,5164,1.44,4.3,5/14/2014
487,HD 202206,c,1,1260,,45.5,5766,1.07,1.04,4/5/2018
488,HD 203030,b,1,,,40.85,,,,5/14/2014
489,HD 2039,b,1,1120,,89.85,5941,1.17,,8/21/2014
490,HD 204313,b,2,2024.1,,47.3,5776,1.02,,11/19/2015
491,HD 204313,c,2,34.905,,47.3,5776,1.02,,11/19/2015
492,HD 204941,b,1,1733,,26.95,5056,0.74,0.72,5/14/2014
493,HD 205739,b,1,279.8,,90.33,6176,1.22,1.33,9/25/2014
494,HD 206610,b,1,610,,170.07,4874,1.56,6.1,5/14/2014
495,HD 20782,b,1,597.065,,35.5,5798,1.02,1.09,5/19/2016
496,HD 207832,b,2,161.97,,55.31,5710,0.94,0.9,9/10/2015
497,HD 207832,c,2,1155.7,,55.31,5710,0.94,0.9,9/10/2015
498,HD 20794,b,4,18.315,,6.06,5401,0.7,,8/27/2015
499,HD 20794,c,4,40.114,,6.06,5401,0.7,,8/27/2015
500,HD 20794,d,4,90.309,,6.06,5401,0.7,,8/27/2015
501,HD 20794,e,4,147.02,,6.06,5401,0.7,,6/8/2017
502,HD 208487,b,1,130.08,,44,6067,1.13,,11/5/2014
503,HD 208527,b,1,875.5,,352.11,4035,1.6,51.1,5/14/2014
504,HD 20868,b,1,380.85,,48.9,4795,0.78,0.79,11/5/2014
505,HD 208897,b,1,352.7,,64.68,4860,1.25,4.98,9/28/2017
506,HD 209458,b,1,3.52474859,1.32,47.08,,1.1,1.12,8/21/2014
507,HD 210277,b,1,442.19,,21.29,5555,1.01,,11/19/2014
508,HD 210702,b,1,354.8,,55.93,4967,1.68,5.1,9/3/2015
509,HD 212301,b,1,2.245715,,52.72,6256,1.27,,5/14/2014
510,HD 212771,b,1,373.3,,121.8,5121,1.15,5,5/14/2014
511,HD 213240,b,1,951,,40.75,5975,1.22,,4/30/2015
512,HD 214823,b,1,1877,,97.47,6215,1.22,,5/19/2016
513,HD 215152,b,4,5.75999,,21.63,4935,0.77,0.73,2/22/2018
514,HD 215152,c,4,7.28243,,21.63,4935,0.77,0.73,2/22/2018
515,HD 215152,d,4,10.86499,,21.63,4935,0.77,0.73,2/22/2018
516,HD 215152,e,4,25.1967,,21.63,4935,0.77,0.73,2/22/2018
517,HD 215497,b,2,3.93404,,43.53,5113,0.87,,11/19/2014
518,HD 215497,c,2,567.94,,43.53,5113,0.87,,11/19/2014
519,HD 216435,b,1,1311,,33.29,5999,1.3,,7/23/2014
520,HD 216437,b,1,1256,,26.52,5887,1.06,,4/24/2015
521,HD 216536,b,1,148.6,,,4639,1.36,12.5,2/5/2015
522,HD 216770,b,1,118.45,,37.89,,0.9,,4/24/2015
523,HD 217107,b,2,7.126816,,19.72,5646,1.02,,5/14/2014
524,HD 217107,c,2,4270,,19.72,5646,1.02,,5/14/2014
525,HD 217786,b,1,1319,,54.8,5966,1.02,1.27,5/14/2014
526,HD 218566,b,1,225.7,,29.94,4820,0.85,0.86,5/14/2014
527,HD 219077,b,1,5501,,29.2,5362,1.05,1.91,5/14/2014
528,HD 219134,b,6,3.092926,0.143,6.55,4699,0.81,0.78,3/16/2017
529,HD 219134,c,6,6.76458,0.135,6.55,4699,0.81,0.78,3/16/2017
530,HD 219134,d,6,46.859,0.144,6.55,4699,0.81,0.78,3/16/2017
531,HD 219134,f,6,22.717,0.117,6.55,4699,0.81,0.78,3/16/2017
532,HD 219134,g,6,94.2,,6.55,4699,0.81,0.78,11/19/2015
533,HD 219134,h,6,2247,,6.55,4699,0.81,0.78,11/19/2015
534,HD 219415,b,1,2093.3,,169.78,4820,1,2.9,9/18/2015
535,HD 219828,b,2,3.834887,,77.9,5891,1.23,1.69,6/3/2016
536,HD 219828,c,2,4791,,77.9,5891,1.23,1.69,6/3/2016
537,HD 220074,b,1,672.1,,289.02,3935,1.2,49.7,5/14/2014
538,HD 220689,b,1,2209,,45.23,5921,1.04,1.07,5/14/2014
539,HD 220773,b,1,3724.7,,49,5940,1.16,,5/14/2014
540,HD 220842,b,1,218.47,,62.5,5960,1.13,,2/25/2016
541,HD 221287,b,1,456.1,,52.88,6304,1.25,,5/14/2014
542,HD 221585,b,1,1173,,53.59,5620,1.19,,5/19/2016
543,HD 222076,b,1,871,,83.5,4806,1.07,4.1,12/1/2016
544,HD 222155,b,1,3999,,50.45,5765,1.13,1.67,5/14/2014
545,HD 222582,b,1,572.38,,41.95,5727,0.99,,7/23/2014
546,HD 224538,b,1,1189.1,,77.76,6097,1.34,1.54,11/10/2016
547,HD 224693,b,1,26.73,,94.07,6037,1.33,1.7,11/19/2014
548,HD 22781,b,1,528.07,,31.79,5027,0.75,,5/14/2014
549,HD 23079,b,1,730.6,,34.6,5927,1.01,,7/23/2014
550,HD 23127,b,1,1214,,89.13,,1.13,,11/19/2014
551,HD 231701,b,1,141.6,,108.46,6208,1.14,1.35,11/19/2014
552,HD 233604,b,1,192,,,4791,1.5,10.9,5/14/2014
553,HD 23596,b,1,1561,,52,5904,1.16,,5/14/2014
554,HD 238914,b,1,4100,,301.2,4769,1.47,12.73,1/25/2018
555,HD 240210,b,1,501.75,,142.86,4297,0.82,,11/19/2014
556,HD 240237,b,1,745.7,,307.69,4361,1.69,32,11/19/2014
557,HD 24040,b,1,3668,,46.51,5853,1.18,,5/14/2014
558,HD 24064,b,1,535.6,,264.4,4052.5,1,38,10/15/2015
559,HD 25171,b,1,1845,,56.05,6160,1.09,1.18,5/14/2014
560,HD 2638,b,1,3.4442,,53.71,5192,0.93,,11/19/2014
561,HD 27442,b,1,428.1,,18.24,4846,1.23,,7/23/2014
562,HD 27631,b,1,2208,,44.54,5737,0.94,1,5/14/2014
563,HD 27894,b,3,18.02,,42.37,,0.8,,6/15/2017
564,HD 27894,c,3,36.07,,42.37,,0.8,,6/15/2017
565,HD 27894,d,3,5174,,42.37,,0.8,,6/15/2017
566,HD 28185,b,1,385.9,,39.6,5546,0.98,,5/14/2014
567,HD 28254,b,1,1116,,54.7,5664,1.06,1.48,11/19/2014
568,HD 285507,b,1,6.0881,,42.43,4503,0.73,0.66,5/14/2014
569,HD 285968,b,1,8.7836,,9.42,3679,0.45,0.45,11/19/2014
570,HD 28678,b,1,387.1,,168.92,5076,1.74,6.2,5/14/2014
571,HD 29021,b,1,1362.3,,30.6,5560,0.85,0.85,3/2/2017
572,HD 290327,b,1,2443,,56.7,5552,0.9,1,11/19/2014
573,HD 2952,b,1,311.6,,115.21,4844,2.54,12.02,5/14/2014
574,HD 30177,b,2,2524.4,,54.71,5580,0.99,,12/21/2016
575,HD 30177,c,2,11613,,54.71,5580,0.99,,12/21/2016
576,HD 30562,b,1,1159.2,,26.5,5994,1.23,1.53,5/14/2014
577,HD 30669,b,1,1684,,57.1,5400,0.92,0.91,1/8/2015
578,HD 30856,b,1,912,,121.07,4982,1.35,4.2,5/14/2014
579,HD 31253,b,1,466,,53.82,5960,1.23,1.71,5/14/2014
580,HD 3167,b,3,0.959641,0.152,45.8,5261,0.86,0.86,6/8/2017
581,HD 3167,c,3,29.8454,0.269,45.8,5261,0.86,0.86,6/8/2017
582,HD 3167,d,3,8.509,,45.8,5261,0.86,0.86,6/8/2017
583,HD 32518,b,1,157.54,,117.37,4580,1.13,10.22,5/14/2014
584,HD 32963,b,1,2372,,35.24,5727,0.94,,1/5/2016
585,HD 330075,b,1,3.38773,,50.2,5017,0.7,,11/19/2014
586,HD 33142,b,1,326.6,,136.8,5052,1.48,4.2,5/14/2014
587,HD 33283,b,1,18.179,,86.88,5995,1.24,1.2,11/19/2014
588,HD 33564,b,1,388,,20.98,6250,1.25,,12/3/2014
589,HD 33844,b,2,551.4,,100.9,4861,1.78,5.29,1/14/2016
590,HD 33844,c,2,916,,100.9,4861,1.78,5.29,1/14/2016
591,HD 34445,b,6,1056.7,,45.01,5836,1.07,1.38,10/26/2017
592,HD 34445,c,6,214.67,,45.01,5836,1.07,1.38,10/26/2017
593,HD 34445,d,6,117.87,,45.01,5836,1.07,1.38,10/26/2017
594,HD 34445,e,6,49.175,,45.01,5836,1.07,1.38,10/26/2017
595,HD 34445,f,6,676.8,,45.01,5836,1.07,1.38,10/26/2017
596,HD 34445,g,6,5700,,45.01,5836,1.07,1.38,10/26/2017
597,HD 35759,b,1,82.467,,72.5,6060,1.15,,2/25/2016
598,HD 3651,b,1,62.218,,11.1,5221,0.88,,5/14/2014
599,HD 37124,b,3,154.378,,33.24,,0.85,,8/18/2016
600,HD 37124,c,3,885.5,,33.24,,0.85,,8/18/2016
601,HD 37124,d,3,1862,,33.24,,0.85,,8/18/2016
602,HD 37605,b,2,55.01307,,42.88,5448,1,0.9,2/5/2015
603,HD 37605,c,2,2720,,42.88,5448,1,0.9,5/14/2014
604,HD 38283,b,1,363.2,,37.78,5998,1.08,,9/10/2015
605,HD 38529,b,2,14.3098,,42.4,5697,1.48,,5/14/2014
606,HD 38529,c,2,2140.2,,42.4,5697,1.48,,5/14/2014
607,HD 38801,b,1,696.3,,99.4,5222,1.36,2.53,5/14/2014
608,HD 39091,b,1,2151,,18.21,5950,1.1,,7/23/2014
609,HD 40307,b,5,4.3123,,12.83,4956,0.77,,5/14/2014
610,HD 40307,c,5,9.6184,,12.83,4956,0.77,,5/14/2014
611,HD 40307,d,5,20.432,,12.83,4956,0.77,,5/14/2014
612,HD 40307,f,5,51.76,,12.83,4956,0.77,,5/14/2014
613,HD 40307,g,5,197.8,,12.83,4956,0.77,,5/14/2014
614,HD 40956,b,1,578.6,,118.48,4869,2,8.56,11/30/2017
615,HD 40979,b,1,264.15,,33.3,6089,1.15,,5/14/2014
616,HD 41004 A,b,1,963,,43.03,5010,0.7,,12/3/2014
617,HD 41004 B,b,1,1.3283,,43.03,,0.4,,12/3/2014
618,HD 4113,b,1,526.62,,44.05,5688,0.99,,12/3/2014
619,HD 42012,b,1,857.5,,37.1,5405,0.83,0.82,3/2/2017
620,HD 4203,b,2,437.05,,77.82,5702,1.13,,5/14/2014
621,HD 4203,c,2,6700,,77.82,5702,1.13,,5/14/2014
622,HD 4208,b,1,828,,32.7,5600,0.87,,7/23/2014
623,HD 42618,b,1,149.61,,23.5,5727,1.01,1,10/27/2016
624,HD 4308,b,1,15.56,,21.85,5685,0.83,,12/3/2014
625,HD 4313,b,1,356,,131.41,5035,1.72,4.9,5/14/2014
626,HD 43197,b,1,327.8,,56.3,5508,0.96,1,12/3/2014
627,HD 43691,b,1,36.96,,93.2,6200,1.38,,1/22/2015
628,HD 44219,b,1,472.3,,50.4,5752,1,1.32,1/22/2015
629,HD 45350,b,1,963.6,,48.95,5616,1.02,,9/18/2014
630,HD 45364,b,2,226.93,,32.58,5434,0.82,,5/14/2014
631,HD 45364,c,2,342.85,,32.58,5434,0.82,,5/14/2014
632,HD 45652,b,1,43.6,,36.14,5312,0.83,,3/26/2015
633,HD 46375,b,1,3.023573,,33.41,5285,0.92,,7/23/2014
634,HD 47186,b,2,4.0845,,37.84,5675,0.99,,3/26/2015
635,HD 47186,c,2,1353.6,,37.84,5675,0.99,,3/26/2015
636,HD 4732,b,2,360.2,,56.5,4959,1.74,5.4,5/14/2014
637,HD 4732,c,2,2732,,56.5,4959,1.74,5.4,5/14/2014
638,HD 47536,b,1,712.13,,121.36,4424,0.91,22.39,3/26/2015
639,HD 48265,b,1,780.3,,85.4,5650,1.28,2.05,11/10/2016
640,HD 49674,b,1,4.94737,,40.73,5662,1.06,,7/23/2014
641,HD 50499,b,1,2482.7,,47.26,,1.24,,12/17/2014
642,HD 50554,b,1,1293,,31.03,5987,1.04,1.02,11/19/2014
643,HD 52265,b,1,119.6,,28.07,6060,1.18,1.1,3/26/2015
644,HD 5319,b,2,641,,114,4958,1.51,3.85,12/3/2014
645,HD 5319,c,2,886,,114,4958,1.51,3.85,12/3/2014
646,HD 5583,b,1,139.35,,221,4830,1.01,9.09,2/4/2016
647,HD 5608,b,1,792.6,,58.17,4854,1.55,5.5,9/3/2015
648,HD 564,b,1,492.3,,53.6,5902,0.96,1.01,1/8/2015
649,HD 5891,b,1,177.11,,150.6,4907,1.91,8.7,5/14/2014
650,HD 59686 A,b,1,299.36,,96.8,4658,1.9,13.2,8/12/2016
651,HD 60532,b,2,201.9,,25.3,6245,1.5,2.57,9/8/2016
652,HD 60532,c,2,600.1,,25.3,6245,1.5,2.57,9/8/2016
653,HD 62509,b,1,589.64,,10.34,4946,2.1,8.31,3/26/2015
654,HD 63454,b,1,2.818049,1.098,35.8,4840,0.84,1.05,3/26/2015
655,HD 63765,b,1,358,,32.62,5432,0.86,,5/14/2014
656,HD 6434,b,1,22.017,,40.32,5690,0.89,1.14,11/19/2015
657,HD 65216,b,2,572.4,,35.59,5666,0.92,,5/14/2014
658,HD 65216,c,2,152.6,,35.59,5666,0.92,,5/14/2014
659,HD 66141,b,1,480.5,,80.06,4323,1.1,21.4,5/14/2014
660,HD 66428,b,1,1973,,55.04,5752,1.1,,7/23/2014
661,HD 67087,b,2,352.2,,88.81,6330,1.36,1.55,4/1/2015
662,HD 67087,c,2,2374,,88.81,6330,1.36,1.55,4/1/2015
663,HD 6718,b,1,2496,,54.9,5746,0.96,1.02,3/26/2015
664,HD 68402,b,1,1103,,78,5950,1.12,1.02,11/10/2016
665,HD 68988,b,1,6.27711,,58.82,5960,1.18,,3/26/2015
666,HD 69830,b,3,8.667,,12.58,5385,0.86,,3/26/2015
667,HD 69830,c,3,31.56,,12.58,5385,0.86,,3/26/2015
668,HD 69830,d,3,197,,12.58,5385,0.86,,3/26/2015
669,HD 70573,b,1,851.8,,45.7,5737,1,,3/26/2015
670,HD 70642,b,1,2068,,28.76,5706,1.05,,3/26/2015
671,HD 7199,b,1,615,,35.88,5386,0.89,0.96,5/14/2014
672,HD 72659,b,1,3658,,51.4,5926,1.06,1.36,3/10/2016
673,HD 72892,b,1,39.475,,72.78,5688,1.02,1.22,11/10/2016
674,HD 73256,b,1,2.54858,,36.52,5570,1.05,0.89,3/26/2015
675,HD 73267,b,1,1260,,54.91,5317,0.89,1.04,3/26/2015
676,HD 73526,b,2,188.9,,94.61,,1.01,,5/14/2014
677,HD 73526,c,2,379.1,,94.61,,1.01,,5/14/2014
678,HD 73534,b,1,1770,,81,5041,1.23,2.39,3/26/2015
679,HD 74156,b,2,51.645,,64.6,6068,1.24,,5/14/2014
680,HD 74156,c,2,2473,,64.6,6068,1.24,,5/14/2014
681,HD 7449,b,1,1275,,38.52,6024,1.05,1.01,5/14/2014
682,HD 75289,b,1,3.509267,,28.94,6095,1.21,,4/16/2015
683,HD 75784,b,1,341.7,,68.7,4917,1.41,3.3,12/3/2014
684,HD 75898,b,1,418.2,,80.58,6021,1.28,1.6,4/16/2015
685,HD 76700,b,1,3.971,,59.7,,1,,4/24/2015
686,HD 76920,b,1,415.4,,184.8,4698,1.17,7.47,11/30/2017
687,HD 77338,b,1,5.7361,,41.27,5370,0.93,0.88,5/14/2014
688,HD 7924,b,3,5.39792,,16.82,5075,0.83,0.78,5/14/2015
689,HD 7924,c,3,15.299,,16.82,5075,0.83,0.78,5/14/2015
690,HD 7924,d,3,24.451,,16.82,5075,0.83,0.78,5/14/2015
691,HD 79498,b,1,1966.1,,49,5740,1.06,,5/14/2014
692,HD 80606,b,1,111.4357,0.98,29.04,5645,0.97,0.98,5/14/2014
693,HD 81040,b,1,1001.7,,32.56,5700,0.96,0.86,4/16/2015
694,HD 81688,b,1,184.02,,88.26,4753,2.1,13,5/14/2014
695,HD 82886,b,1,705,,112.23,5112,1.06,4.8,5/14/2014
696,HD 82943,b,2,441.47,,27.46,6016,1.2,,5/14/2014
697,HD 82943,c,2,220.078,,27.46,6016,1.2,,5/14/2014
698,HD 83443,b,1,2.985698,,43.53,5454,0.9,,5/14/2014
699,HD 8535,b,1,1313,,52.5,6136,1.13,1.19,4/16/2015
700,HD 85390,b,1,788,,33.96,5186,0.76,,5/14/2014
701,HD 85512,b,1,58.43,,11.15,4715,0.69,,4/16/2015
702,HD 8574,b,1,227,,44.2,6050,1.12,,5/14/2014
703,HD 86081,b,1,2.1375,,91.16,,1.21,1.22,4/16/2015
704,HD 86226,b,1,1695,,42.48,5903,1.06,1.02,5/14/2014
705,HD 86264,b,1,1475,,72.57,6210,1.42,1.88,4/24/2015
706,HD 8673,b,1,1634,,38.26,,,,5/14/2014
707,HD 86950,b,1,1270,,169,4805,1.66,8.8,12/1/2016
708,HD 87646,b,1,13.481,,73.58,5770,1.12,1.55,8/18/2016
709,HD 87883,b,1,2754,,18.06,4980,0.82,0.76,4/24/2015
710,HD 88133,b,1,3.4148674,,74.46,5438,1.18,1.94,10/13/2016
711,HD 89307,b,1,2157,,30.88,5950,1.03,1.05,4/24/2015
712,HD 89744,b,1,256.78,,39,6291,1.56,,5/14/2014
713,HD 90156,b,1,49.77,,22.09,5599,0.84,,5/14/2014
714,HD 9174,b,1,1179,,78.93,5577,1.03,1.67,11/10/2016
715,HD 92788,b,1,325,,32.32,5821,1.1,,4/24/2015
716,HD 93083,b,1,143.58,,28.9,4995,0.7,,5/14/2014
717,HD 9446,b,2,30.052,,52.85,5793,1,1,3/10/2016
718,HD 9446,c,2,192.9,,52.85,5793,1,1,3/10/2016
719,HD 95086,b,1,,,91.57,,1.6,,5/14/2014
720,HD 95089,b,1,507,,149.03,5002,1.58,4.9,5/14/2014
721,HD 95127,b,1,482,,332,4218,1.2,20,2/5/2015
722,HD 95872,b,1,4375,,7.56,5312,0.95,,12/17/2015
723,HD 96063,b,1,361.1,,132.8,5148,1.02,4.5,5/14/2014
724,HD 96127,b,1,647.3,,221.24,4152,0.91,35,5/14/2015
725,HD 96167,b,1,498.9,,84.03,5770,1.31,1.86,5/14/2015
726,HD 97658,b,1,9.4909,0.209,21.3,5119,0.75,0.7,10/27/2016
