rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
1544,Kepler-1336,c,Transit,2,5.77721211,,,,,,0.153,,0,1,0,1,19h45m06.65s,296.277711,+46d53m59.5s,46.899857,822,14.056,Kepler-band,,5512,0.94,1.3,5/10/2016,Kepler-1336 c,1,0,0,0,0,0,,,,,,,,,,,,1.71,0.016,,0.10096,2454970.167,JD,,,,0.01097,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,18,8,http://exoplanet.eu/catalog/kepler-1336_c/,,,,,19.7518474,80.306675,11.059431,318.073885,66.009569,,,,,,,,,,2.45,,,4.18,,,0.05,[Fe/H],12.3,1.4,,,,,0,0,0,0,0,3,0,,,,,,12.819,12.423,12.366,12.306,12.353,12.109,9.362,,,,,,,,,,,,13,,,,,0.396,0.057,0.453,,,,5
1545,Kepler-1337,b,Transit,1,24.4002549,,,,,,0.215,,0,1,0,1,19h08m02.18s,287.009098,+46d47m46.0s,46.796101,588,15.858,Kepler-band,,4523,0.7,0.67,5/10/2016,Kepler-1337 b,1,0,0,0,0,0,,,,,,,,,,,,2.41,0.022,,0.11979,2454968.629,JD,,,,0.03286,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1337_b/,,,,,19.13393987,77.446093,16.755591,302.805158,68.307076,,,,,,,,,,,,,4.64,,,-0.09,[Fe/H],4.27,,,,,,0,0,0,0,0,3,0,,,,,,14.095,13.497,13.294,13.293,13.371,12.609,9.467,,,,,,,,,,,,13,,,,,0.598,0.203,0.801,,,,5
1546,Kepler-1338,b,Transit,1,0.93511806,,,,,,0.082,,0,1,0,1,18h56m10.16s,284.042335,+41d41m56.9s,41.699139,619,13.615,Kepler-band,,5909,1.04,1.05,5/10/2016,Kepler-1338 b,1,0,0,0,0,0,,,,,,,,,,,,0.92,0.008,,0.06425,2454965.199,JD,,,,0.00771,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1338_b/,,,,,18.93615567,71.679286,16.834794,294.368819,63.955185,,,,,,,,,,,,,4.41,,,0,[Fe/H],3.8,,,,,,0,0,0,0,0,3,0,,,,,,12.496,12.185,12.106,12.086,12.133,11.948,9.304,,,,,,,,,,,,13,,,,,0.311,0.079,0.39,,,,5
1547,Kepler-1339,b,Transit,1,1.34155513,,,,,,0.063,,0,1,0,1,18h54m58.99s,283.745794,+48d22m24.2s,48.373394,267,12.299,Kepler-band,,5586,0.94,0.93,5/10/2016,Kepler-1339 b,1,0,0,0,0,0,,,,,,,,,,,,0.71,0.007,,0.070871,2454965.739,JD,,,,0.007,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,11,7,http://exoplanet.eu/catalog/kepler-1339_b/,,,,,18.91638627,78.178755,19.371979,298.175938,70.471173,,,,,,,,,,,,,4.47,,,0.01,[Fe/H],5.62,,,,,,0,0,0,0,0,3,0,,,,,,11.026,10.697,10.627,10.586,10.618,10.622,9.107,,,,,,,,,,,,10,,,,,0.329,0.07,0.399,,,,5
1548,Kepler-134,b,Transit,2,5.317429,0.06,,,,,0.178,,0,1,0,1,18h58m57.36s,284.739001,+49d35m54.2s,49.598396,,12.324,Kepler-band,,5983,,1.18,5/14/2014,Kepler-134 b,1,0,0,0,0,0,,,,,,,,,,,,2,0.018,,0.1209,2455004.876,BJD,0.12,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,27,10,http://exoplanet.eu/catalog/kepler-134_b/,http://exoplanets.org/detail/Kepler-134_b,2014-03,,,18.98260007,79.632566,19.167036,301.209623,71.444055,,,,,,,,,,,,,4.31,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,11.26,10.984,10.951,10.893,10.925,10.813,9.41,,,,,,,,,,,,11,,,,,0.276,0.033,0.309,,,,5
1549,Kepler-134,c,Transit,2,10.105785,0.092,,,,,0.112,,0,1,0,1,18h58m57.36s,284.739001,+49d35m54.2s,49.598396,,12.324,Kepler-band,,5983,,1.18,5/14/2014,Kepler-134 c,1,0,0,0,0,0,,,,,,,,,,,,1.26,0.012,,0.0858,2454968.507,BJD,0.14,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,27,10,http://exoplanet.eu/catalog/kepler-134_c/,http://exoplanets.org/detail/Kepler-134_c,2014-03,,,18.98260007,79.632566,19.167036,301.209623,71.444055,,,,,,,,,,,,,4.31,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,11.26,10.984,10.951,10.893,10.925,10.813,9.41,,,,,,,,,,,,11,,,,,0.276,0.033,0.309,,,,5
1550,Kepler-1340,b,Transit,1,0.66502692,,,,,,0.138,,0,1,0,1,19h44m55.87s,296.232807,+42d28m22.0s,42.47279,1421,14.758,Kepler-band,,6331,1.27,1.42,5/10/2016,Kepler-1340 b,1,0,0,0,0,0,,,,,,,,,,,,1.55,0.014,,0.072433,2454964.658,JD,,,,0.00962,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1340_b/,,,,,19.74885382,76.338196,8.978602,313.930438,61.970003,,,,5.7,0,5.7,,,,,,,4.24,,,0.07,[Fe/H],2.4,,,,,,0,0,0,0,0,3,0,,,,,,13.563,13.279,13.24,13.172,13.257,12.393,9.507,,,,,,,,,,,,13,,,,,0.284,0.039,0.323,,,,5
1551,Kepler-1341,b,Transit,1,132.9968322,,,,,,0.267,,0,1,0,1,18h42m02.82s,280.511769,+44d09m33.7s,44.159351,466,15.028,Kepler-band,,4662,0.79,0.72,5/10/2016,Kepler-1341 b,1,0,0,0,0,0,,,,,,,,,,,,2.99,0.027,,0.31121,2455091.386,JD,,,,0.03765,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1341_b/,,,,,18.7007846,73.17243,20.109788,289.478183,66.889242,,,,,,,,,,,,,4.62,,,0.19,[Fe/H],1.82,,,,,,0,0,0,0,0,3,0,,,,,,13.285,12.782,12.636,12.617,12.712,12.572,8.774,,,,,,,,,,,,13,,,,,0.503,0.146,0.649,,,,5
1552,Kepler-1342,b,Transit,1,2.21571036,,,,,,0.148,,0,1,0,1,19h48m04.82s,297.020069,+43d25m57.2s,43.432549,941,15.392,Kepler-band,,5527,0.93,0.9,5/10/2016,Kepler-1342 b,1,0,0,0,0,0,,,,,,,,,,,,1.66,0.015,,0.078812,2454964.822,JD,,,,0.01669,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,6,http://exoplanet.eu/catalog/kepler-1342_b/,,,,,19.80133793,77.470739,8.93886,315.867543,62.635308,,,,,,,,,,,,,4.51,,,0.03,[Fe/H],4.37,,,,,,0,0,0,0,0,3,0,,,,,,13.971,13.538,13.531,,,,,,,,,,,,,,,,9,,,,,0.433,0.007,0.44,,,,5
1553,Kepler-1343,b,Transit,1,3.35183158,,,,,,0.172,,0,1,0,1,19h37m10.69s,294.294533,+50d43m31.4s,50.725376,1307,15.526,Kepler-band,,5759,0.95,0.93,5/10/2016,Kepler-1343 b,1,0,0,0,0,0,,,,,,,,,,,,1.93,0.018,,0.080854,2454964.648,JD,,,,0.01914,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1343_b/,,,,,19.61963553,83.187524,13.962731,319.628124,70.009684,,,,,,,,,,,,,4.48,,,-0.16,[Fe/H],3.98,,,,,,0,0,0,0,0,3,0,,,,,,14.484,14.098,13.989,14.015,14.066,12.771,9.148,,,,,,,,,,,,13,,,,,0.386,0.109,0.495,,,,5
1554,Kepler-1344,b,Transit,1,4.7683049,,,,,,0.164,,0,1,0,1,19h08m20.71s,287.086297,+46d56m44.9s,46.945816,851,14.083,Kepler-band,,5981,1.09,1.13,5/10/2016,Kepler-1344 b,1,0,0,0,0,0,,,,,,,,,,,,1.84,0.017,,0.135488,2454967.862,JD,,,,0.01466,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1344_b/,,,,,19.13908647,77.611708,16.762826,303.069473,68.432405,,,,,,,,,,,,,4.37,,,0.06,[Fe/H],3.63,,,,,,0,0,0,0,0,3,0,,,,,,12.961,12.714,12.633,12.641,12.665,12.502,9.024,,,,,,,,,,,,13,,,,,0.247,0.081,0.328,,,,5
1555,Kepler-1345,b,Transit,1,44.6169557,,,,,,0.211,,0,1,0,1,19h29m54.71s,292.477965,+46d01m22.2s,46.022835,1164,13.791,Kepler-band,,6449,1.32,1.55,5/10/2016,Kepler-1345 b,1,0,0,0,0,0,,,,,,,,,,,,2.36,0.022,,0.318,2454997.445,JD,,,,0.01397,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1345_b/,,,,,19.498531,78.295431,12.99572,311.277557,66.270604,,,,,,,,,,,,,4.18,,,0.04,[Fe/H],2.24,,,,,,0,0,0,0,0,3,0,,,,,,12.802,12.575,12.563,12.243,12.172,11.656,9.471,,,,,,,,,,,,13,,,,,0.227,0.012,0.239,,,,5
1556,Kepler-1346,b,Transit,1,3.40165668,,,,,,0.141,,0,1,0,1,19h27m21.91s,291.841308,+45d10m45.0s,45.179176,1123,14.497,Kepler-band,,6133,1.14,1.21,5/10/2016,Kepler-1346 b,1,0,0,0,0,0,,,,,,,,,,,,1.58,0.014,,0.074767,2454965.061,JD,,,,0.01205,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1346_b/,,,,,19.4560872,77.316965,13.032017,309.497929,65.650356,,,,,,,,,,,,,4.33,,,0.04,[Fe/H],3.09,,,,,,0,0,0,0,0,3,0,,,,,,13.392,13.093,13.107,13.003,13.055,12.586,8.945,,,,,,,,,,,,13,,,,,0.299,-0.014,0.285,,,,5
1557,Kepler-1347,b,Transit,1,14.00947528,,,,,,0.092,,0,1,0,1,19h58m38.31s,299.659605,+40d50m37.9s,40.843853,321,13.38,Kepler-band,,5193,0.82,0.79,5/10/2016,Kepler-1347 b,1,0,0,0,0,0,,,,,,,,,,,,1.03,0.009,,0.14188,2454965.972,JD,,,,0.01184,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1347_b/,,,,,19.97730697,76.202379,5.94747,317.503303,59.488078,,,,2.7,-0.2,2.7,,,,,,,4.57,,,-0.11,[Fe/H],5.62,,,,,,0,0,0,0,0,3,0,,,,,,12.028,11.55,11.486,11.412,11.489,11.416,9.311,,,,,,,,,,,,13,,,,,0.478,0.064,0.542,,,,5
1558,Kepler-1348,b,Transit,1,27.5722742,,,,,,0.173,,0,1,0,1,19h28m20.99s,292.08746,+49d47m19.6s,49.788765,1033,14.718,Kepler-band,,5911,1.04,1.04,5/10/2016,Kepler-1348 b,1,0,0,0,0,0,,,,,,,,,,,,1.94,0.018,,0.2205,2454978.393,JD,,,,0.01693,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1348_b/,,,,,19.47249733,81.690442,14.837615,314.726362,69.820088,,,,,,,,,,,,,4.42,,,-0.01,[Fe/H],3.72,,,,,,0,0,0,0,0,3,0,,,,,,13.618,13.297,13.242,13.193,13.185,12.814,9.253,,,,,,,,,,,,13,,,,,0.321,0.055,0.376,,,,5
1559,Kepler-1349,b,Transit,1,2.12823928,,,,,,0.062,,0,1,0,1,19h05m21.21s,286.338369,+48d44m38.8s,48.744099,260,11.126,Kepler-band,,6086,1.16,1.28,5/10/2016,Kepler-1349 b,1,0,0,0,0,0,,,,,,,,,,,,0.7,0.006,,0.13771,2454965.471,JD,,,,0.00464,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,20,8,http://exoplanet.eu/catalog/kepler-1349_b/,,,,,19.0892246,79.171096,17.88967,303.380278,70.296196,,,,,,,,,,,,,4.29,,,0.03,[Fe/H],2.88,,,,,,0,0,0,0,0,3,0,,,,,,10.072,9.818,9.761,9.733,9.771,9.718,9.445,,,,,,,,,,,,13,,,,,0.254,0.057,0.311,,,,5
1560,Kepler-135,b,Transit,2,6.00253,0.067,,,,,0.161,,0,1,0,1,19h21m58.83s,290.495129,+38d47m43.7s,38.795481,,12.73,Kepler-band,,6090,,1.27,5/14/2014,Kepler-135 b,1,0,0,0,0,0,,,,,,,,,,,,1.81,0.017,,0.1647,2455004.716,BJD,0,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,31,10,http://exoplanet.eu/catalog/kepler-135_b/,http://exoplanets.org/detail/Kepler-135_b,2014-03,,,19.36634192,70.992249,11.158742,302.976307,59.910126,,,,-0.3,3.6,3.6,,,,,,,4.27,,,0.045,[Fe/H],,,,,,,0,0,0,0,0,3,0,,,,,,11.722,11.508,11.456,11.422,11.452,11.517,9.284,,,,,,,,,,,,13,,,,,0.214,0.052,0.266,,,,5
1561,Kepler-135,c,Transit,2,11.448708,0.103,,,,,0.103,,0,1,0,1,19h21m58.83s,290.495129,+38d47m43.7s,38.795481,,12.73,Kepler-band,,6090,,1.27,5/14/2014,Kepler-135 c,1,0,0,0,0,0,,,,,,,,,,,,1.16,0.011,,0.2103,2454974.387,BJD,0.57,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,31,10,http://exoplanet.eu/catalog/kepler-135_c/,http://exoplanets.org/detail/Kepler-135_c,2014-03,,,19.36634192,70.992249,11.158742,302.976307,59.910126,,,,-0.3,3.6,3.6,,,,,,,4.27,,,0.045,[Fe/H],,,,,,,0,0,0,0,0,3,0,,,,,,11.722,11.508,11.456,11.422,11.452,11.517,9.284,,,,,,,,,,,,13,,,,,0.214,0.052,0.266,,,,5
1562,Kepler-1350,b,Transit,2,4.4968604,,,,,,0.225,,0,1,0,1,19h13m00.14s,288.250582,+46d40m46.6s,46.679602,350,16.283,Kepler-band,,3827,0.55,0.53,5/10/2016,Kepler-1350 b,1,0,0,0,0,0,,,,,,,,,,,,2.52,0.023,,0.074433,2454967.206,JD,,,,0.04402,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1350_b/,,,,,19.21670545,77.672429,15.924744,304.864369,67.921851,,,,6,-20,20.9,,,,,,,4.74,,,-0.06,[Fe/H],4.57,,,,,,0,0,0,0,0,3,0,,,,,,13.989,13.338,13.122,13.042,13,12.751,9.5,,,,,,,,,,,,13,,,,,0.651,0.216,0.867,,,,5
1563,Kepler-1350,c,Transit,2,1.76678906,,,,,,0.154,,0,1,0,1,19h13m00.14s,288.250582,+46d40m46.6s,46.679602,350,16.283,Kepler-band,,3827,0.55,0.53,5/10/2016,Kepler-1350 c,1,0,0,0,0,0,,,,,,,,,,,,1.73,0.016,,0.055812,2454966.083,JD,,,,0.03045,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1350_c/,,,,,19.21670545,77.672429,15.924744,304.864369,67.921851,,,,6,-20,20.9,,,,,,,4.74,,,-0.06,[Fe/H],4.57,,,,,,0,0,0,0,0,3,0,,,,,,13.989,13.338,13.122,13.042,13,12.751,9.5,,,,,,,,,,,,13,,,,,0.651,0.216,0.867,,,,5
1564,Kepler-1351,b,Transit,1,0.91614077,,,,,,0.058,,0,1,0,1,19h34m26.09s,293.60872,+42d11m51.6s,42.197678,241,14.107,Kepler-band,,4439,0.7,0.67,5/10/2016,Kepler-1351 b,1,0,0,0,0,0,,,,,,,,,,,,0.65,0.006,,0.047896,2454965.023,JD,,,,0.00897,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1351_b/,,,,,19.57391467,75.168294,10.562557,309.837763,62.410112,,,,,,,,,,,,,4.64,,,-0.03,[Fe/H],4.17,,,,,,0,0,0,0,0,3,0,,,,,,12.225,11.573,11.47,11.425,11.458,11.475,9.523,,,,,,,,,,,,13,,,,,0.652,0.103,0.755,,,,5
1565,Kepler-1352,b,Transit,1,1.87788275,,,,,,0.079,,0,1,0,1,19h22m46.50s,290.693736,+48d42m05.3s,48.701477,637,13.295,Kepler-band,,6118,1.11,1.16,5/10/2016,Kepler-1352 b,1,0,0,0,0,0,,,,,,,,,,,,0.89,0.008,,0.09696,2454965.262,JD,,,,0.00654,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1352_b/,,,,,19.3795824,80.276644,15.219019,311.071554,69.208023,,,,,,,,,,,,,4.35,,,0,[Fe/H],3.16,,,,,,0,0,0,0,0,3,0,,,,,,12.25,11.956,11.919,11.869,11.905,12.21,9.421,,,,,,,,,,,,13,,,,,0.294,0.037,0.331,,,,5
1566,Kepler-1353,b,Transit,1,24.7543966,,,,,,0.161,,0,1,0,1,19h42m56.48s,295.735335,+42d34m34.5s,42.576252,596,15.514,Kepler-band,,4776,0.76,0.72,5/10/2016,Kepler-1353 b,1,0,0,0,0,0,,,,,,,,,,,,1.8,0.016,,0.14717,2454973.205,JD,,,,0.02309,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,7,http://exoplanet.eu/catalog/kepler-1353_b/,,,,,19.715689,76.252407,9.350017,313.285832,62.202513,,,,,,,,,,,,,4.61,,,-0.06,[Fe/H],4.68,,,,,,0,0,0,0,0,3,0,,,,,,13.85,13.281,13.141,,,,,,,,,,,,,,,,9,,,,,0.569,0.14,0.709,,,,5
1567,Kepler-1354,b,Transit,1,76.613377,,,,,,0.265,,0,1,0,1,19h24m58.84s,291.245187,+37d45m32.6s,37.759052,1057,14.357,Kepler-band,,6168,1.16,1.24,5/10/2016,Kepler-1354 b,1,0,0,0,0,0,,,,,,,,,,,,2.97,0.027,,0.40675,2454986.8,JD,,,,0.02224,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1354_b/,,,,,19.41634578,70.3115,10.17217,303.52072,58.750917,,,,-4.1,-10.1,10.9,,,,,,,4.31,,,0.03,[Fe/H],2.95,,,,,,0,0,0,0,0,3,0,,,,,,13.252,12.965,12.858,12.765,12.829,12.294,9.078,,,,,,,,,,,,13,,,,,0.287,0.107,0.394,,,,5
1568,Kepler-1355,b,Transit,1,1.28958811,,,,,,0.13,,0,1,0,1,18h54m57.94s,283.741416,+49d04m04.7s,49.067978,963,15.471,Kepler-band,,5352,0.88,0.83,5/10/2016,Kepler-1355 b,1,0,0,0,0,0,,,,,,,,,,,,1.46,0.013,,0.059246,2454964.892,JD,,,,0.01569,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1355_b/,,,,,18.9160944,78.873251,19.603955,298.774884,71.137269,,,,,,,,,,,,,4.55,,,-0.04,[Fe/H],4.27,,,,,,0,0,0,0,0,3,0,,,,,,14.18,13.718,13.748,13.646,13.657,12.935,9.411,,,,,,,,,,,,13,,,,,0.462,-0.03,0.432,,,,5
